,중분류,소분류,도서명,판매지수,가격,출판일,링크
1067,게임,게임 개발,유니티 쉐이더 스타트업,"3,324","35,100",정종필 저/Pope Kim 감수 | 비엘북스 | 2017년 09월,http://www.yes24.com/Product/Goods/46193692
1068,프로그래밍 언어,프로그래밍 언어 기타,자바만 잡아도,354,"27,000","김병만,김시관,신윤식 공저 | 카오스북 | 2017년 08월",http://www.yes24.com/Product/Goods/44524151
1069,컴퓨터 공학,소프트웨어 공학,Code Complete 코드 컴플리트 2,"5,118","43,200",스티브 맥코넬 저 / 서우석 역 | 위키북스 | 2020년 05월,http://www.yes24.com/Product/Goods/44130507
1070,프로그래밍 언어,파이썬,처음 만나는 파이썬,948,"19,800",가마타 마사히로 저 / 이동규 저 | 제이펍 | 2017년 03월,http://www.yes24.com/Product/Goods/38097960
1071,프로그래밍 언어,JSP,처음 해보는 Servlet & JSP 웹 프로그래밍,"1,464","25,200",오정임 저 | 루비페이퍼 | 2017년 03월,http://www.yes24.com/Product/Goods/37235901
1072,공학계열,건축학,REVIT ARCHITECTURE,348,"21,850","한상길,김진모,박종현 공저 | 대가 | 2017년 02월",http://www.yes24.com/Product/Goods/36954798
1073,프로그래밍 언어,파이썬,Python 프로그래밍의 이해 ,750,"18,000","창병모,유석종,이상규 공저 | 교보문고 | 2017년 01월",http://www.yes24.com/Product/Goods/36107473
1074,인터넷 비즈니스,쇼핑몰/창업,서비스 경험 디자인,"2,262","22,500",김진우 저 | 안그라픽스 | 2017년 02월,http://www.yes24.com/Product/Goods/36018075
1075,그래픽/디자인/멀티미디어,3DS/MAX,3ds Max 2017 기본+활용 실무테크닉,804,"38,000","이주영,네모기획 공저 | 성안당 | 2017년 02월",http://www.yes24.com/Product/Goods/35881011
1076,네트워크/해킹/보안,보안/해킹,비박스 환경을 활용한 웹 모의해킹 완벽 실습,804,"19,440","조정원,이승준,김영선,최일선,이선경,이해인 공저 | 한빛미디어 | 2016년 11월",http://www.yes24.com/Product/Goods/33469019
1077,OS/데이터베이스,클라우드/빅데이터,텐서플로 첫걸음,924,"14,400",조르디 토레스 저/박해선 역 | 한빛미디어 | 2016년 08월,http://www.yes24.com/Product/Goods/30547754
1078,OS/데이터베이스,SQL Sever,이것이 SQL Server다 ,"1,824","27,000",우재남 저 | 한빛미디어 | 2016년 07월,http://www.yes24.com/Product/Goods/29175000
1079,프로그래밍 언어,C,모두의 아두이노,"2,112","14,400",다카모토 다카요리 저 / 장진희 역 | 길벗 | 2016년 06월,http://www.yes24.com/Product/Goods/28191621
1080,오피스 활용,한글,e-Test Professionals 한글 2010,"1,578","10,800","임창인,조은경,이권일 공저 | 교학사 | 2016년 04월",http://www.yes24.com/Product/Goods/26900964
1081,오피스 활용,한글,한글2010과 함께 어린이 기자단 되기,"1,608","9,000",해람북스 기획팀 저 | 해람북스 | 2016년 04월,http://www.yes24.com/Product/Goods/26172392
1082,게임,게임 개발,게임 프로그래머로 산다는 것,"3,174","14,400","김성완,정재원,이국현,김상천,김용준,최영준 공저 | 로드북 | 2016년 03월",http://www.yes24.com/Product/Goods/24767236
1083,공학계열,컴퓨터공학,컴퓨터 게임의 이해,888,"20,000",김정훈 저 | 정익사 | 2016년 02월,http://www.yes24.com/Product/Goods/24557213
1084,오피스 활용,한글,엑셀&파워포인트&워드 2016 + 한글 2014무작정 따라하기,"1,590","16,200","박미정,박은진 공저 | 길벗 | 2016년 02월",http://www.yes24.com/Product/Goods/24406219
1085,오피스 활용,MS PowerPoint(파워포인트),프레젠테이션 활용을 위한 Powerpoint 2013,540,"12,000",북스홀릭퍼블리싱 기획팀 저 | 북스홀릭퍼블리싱 | 2016년 01월,http://www.yes24.com/Product/Goods/23765863
1086,컴퓨터 공학,컴퓨터 교육,프로그래밍 비타민,864,"16,200",김종훈 저 | 한빛미디어 | 2015년 08월,http://www.yes24.com/Product/Goods/19499883
1087,네트워크/해킹/보안,보안/해킹,악성코드-소설로 배우는 해킹과 보안,"1,932","16,200",문성호 저 | 비팬북스(러닝스페이스) | 2015년 07월,http://www.yes24.com/Product/Goods/18845528
1088,프로그래밍 언어,자바,스프링 입문을 위한 자바 객체 지향의 원리와 이해,"3,900","22,500",김종민 저 | 위키북스 | 2015년 04월,http://www.yes24.com/Product/Goods/17350624
1089,OS/데이터베이스,SQL Sever,칼퇴족 김 대리는 알고 나만 모르는 SQL,"4,440","9,900",김지훈 저 / 김재현 감수 | 책밥 | 2014년 09월,http://www.yes24.com/Product/Goods/14306016
1090,프로그래밍 언어,자바,백견불여일타 JSP&Servlet : Oracle&Eclipse,948,"24,300",성윤정 저 | 로드북 | 2014년 07월,http://www.yes24.com/Product/Goods/13875362
1091,그래픽/디자인/멀티미디어,AUTOCAD,"AutoCAD 2014, 2013으로 하는 인테리어, 건축 드로잉 & 레이아웃",552,"20,700","이혁준,박진숙 공저 | 건기원 | 2014년 03월",http://www.yes24.com/Product/Goods/12397460
1092,오피스 활용,프레젠테이션,"좋아 보이는 것들의 비밀, 인포그래픽","2,052","22,500",김묘영 저 | 길벗 | 2014년 02월,http://www.yes24.com/Product/Goods/12252072
1093,사진,사진실기,좋은 사진을 만드는 정승익의 사진 구도,"3,789","17,100",정승익 저 | 한빛미디어 | 2013년 11월,http://www.yes24.com/Product/Goods/11523815
1094,그래픽/디자인/멀티미디어,AUTOCAD,솔리드웍스,714,"24,300","이정호,김병남,한원신 공저 | 예문사 | 2015년 01월",http://www.yes24.com/Product/Goods/11129726
1095,프로그래밍 언어,파이썬,누구나 쉽게 배우는 파이썬 프로그래밍,804,"24,300","제이슨 R. 브리그스 저 / 황반석,이상훈 공역 | 비제이퍼블릭(BJ퍼블릭) | 2013년 08월",http://www.yes24.com/Product/Goods/9313650
1096,웹사이트,UI/UX,UX 디자인 7가지 비밀,"1,152","22,500","박지수,김헌 공저 | 안그라픽스 | 2013년 03월",http://www.yes24.com/Product/Goods/8635786
1097,OS/데이터베이스,MySQL,Real MySQL,"4,932","40,500",이성욱 저 | 위키북스 | 2012년 05월,http://www.yes24.com/Product/Goods/6960931
1098,그래픽/디자인/멀티미디어,멀티미디어/컴퓨터 음악/영상,믹스 테크닉 99,"4,098","16,200",쿠즈마키 요시로 저 / 최정훈 감수 | SRMUSIC | 2010년 02월,http://www.yes24.com/Product/Goods/3683839
1099,컴퓨터 공학,컴퓨터구조 일반,병렬컴퓨터구조론,822,"27,000",김종현 | 생능출판사 | 2005년 06월,http://www.yes24.com/Product/Goods/1501773
1100,컴퓨터 공학,인공지능,프로그래밍에 의한 컴퓨터지능,570,"22,000",오성권 저 | 내하출판사 | 2002년 08월,http://www.yes24.com/Product/Goods/396220
1101,프로그래밍 언어,C,A Book on C,762,"29,000",Al Kelley · Ira Pohl 공저 / 김명호 역 | 홍릉과학출판사 | 2002년 01월,http://www.yes24.com/Product/Goods/133966
1102,경영,경영전략/경영혁신,경영을 넷플릭스하다,"6,756","15,750",이학연 저 | 넥서스BIZ | 2020년 03월,http://www.yes24.com/Product/Goods/89432868
1103,컴퓨터 공학,자료구조/알고리즘,Python을 이용한 개인화 추천시스템,"1,539","18,000",임일 저 | 도서출판청람(이수영) | 2020년 08월,http://www.yes24.com/Product/Goods/92150193
1104,OS/데이터베이스,클라우드/빅데이터,초소형 머신러닝 TinyML,"4,140","36,000","피트 워든,대니얼 시투나야케 저/맹윤호,임지순 역 | 한빛미디어 | 2020년 08월",http://www.yes24.com/Product/Goods/91879171
1105,모바일 프로그래밍,안드로이드폰,백견불여일타 파이어베이스,"2,478","34,200",남진하 저 | 로드북 | 2019년 09월,http://www.yes24.com/Product/Goods/78866273
1106,OS/데이터베이스,클라우드/빅데이터,한국어 임베딩,"6,843","31,500",이기창 저/NAVER Chatbot Model 감수 | 에이콘출판사 | 2019년 09월,http://www.yes24.com/Product/Goods/78569687
1107,컴퓨터 공학,소프트웨어 공학,코드 없는 알고리즘과 데이터 구조,"1,686","13,500",암스트롱 수베로 저/류태호 역 | 동양북스(동양books) | 2021년 02월,http://www.yes24.com/Product/Goods/97538254
1108,프로그래밍 언어,자바,다재다능 코틀린 프로그래밍,678,"27,000",벤컷 수브라마니암 저/우민식 역 | 영진닷컴 | 2021년 02월,http://www.yes24.com/Product/Goods/97521931
1109,컴퓨터 입문/활용,컴퓨터 조립/수리,엔지니어를 위한 문장의 기술,"1,038","14,400",아시야 고타 저/이영희 역 | 로드북 | 2021년 02월,http://www.yes24.com/Product/Goods/97314626
1110,OS/데이터베이스,클라우드/빅데이터,금융 파이썬 쿡북,"1,437","31,500",에릭 르윈슨 저/(주)크라스랩 역 | 에이콘출판사 | 2021년 02월,http://www.yes24.com/Product/Goods/97246281
1111,OS/데이터베이스,시스템관리/서버,처음 배우는 셸 스크립트,"1,479","27,000",장현정 저 | 한빛미디어 | 2021년 02월,http://www.yes24.com/Product/Goods/97243439
1112,게임,게임 개발,게임 제작으로 배우는 유니티,810,"30,000","이종원,정종필 저 | 한빛아카데미 | 2021년 01월",http://www.yes24.com/Product/Goods/96815493
1113,프로그래밍 언어,프로그래밍 언어 기타,Programming in Scala 4/e,918,"45,000","마틴 오더스키,렉스 스푼,빌 베너스 저/오현석,반영록,이동욱 역 | 에이콘출판사 | 2021년 01월",http://www.yes24.com/Product/Goods/96640057
1114,웹사이트,웹디자인,사용자를 유혹하는 UX의 기술,"2,298","22,500",리브 당통 르페브르 저/구영옥 역 | 유엑스리뷰 | 2021년 01월,http://www.yes24.com/Product/Goods/96555822
1115,컴퓨터 입문/활용,어른을 위한 컴퓨터,어른들을 위한 가장 쉬운 컴퓨터,564,"11,700",구홍림 저 | 혜지원 | 2021년 01월,http://www.yes24.com/Product/Goods/96509894
1116,오피스 활용,프레젠테이션,보고서 작성 원리 with 파워포인트,"1,347","13,500",김연희 저 | 길벗 | 2020년 12월,http://www.yes24.com/Product/Goods/96404037
1117,그래픽/디자인/멀티미디어,프리미어,된다! 7일 프리미어 프로 유튜브 영상 편집,"2,382","19,800",김예지 저 | 이지스퍼블리싱 | 2021년 01월,http://www.yes24.com/Product/Goods/96363869
1118,프로그래밍 언어,C++,그림으로 배우는 C++ Programming 2nd Edition,"1,362","16,200",Mana Takahashi 저/서재원 역 | 영진닷컴 | 2020년 12월,http://www.yes24.com/Product/Goods/95923247
1119,컴퓨터 공학,소프트웨어 공학,소프트웨어 스펙의 모든 것,"1,962","19,800","김익환,전규현 저 | 한빛미디어 | 2021년 01월",http://www.yes24.com/Product/Goods/95888025
1120,그래픽/디자인/멀티미디어,AUTOCAD,AutoCAD 오토캐드 2020 기계제도 입문서,408,"25,200","이원모,노수황,이예진 저 | 메카피아 | 2021년 01월",http://www.yes24.com/Product/Goods/95783967
1121,웹사이트,UI/UX,Figma 가이드북,"1,461","23,400",김수재 저 | 비제이퍼블릭(BJ퍼블릭) | 2020년 11월,http://www.yes24.com/Product/Goods/95715427
1122,오피스 활용,MS Excel(엑셀),엑셀 x 파이썬 업무 자동화,"2,514","16,200",카네히로 카즈미 저/서수환 역 | 인사이트(insight) | 2020년 12월,http://www.yes24.com/Product/Goods/95551349
1123,네트워크/해킹/보안,보안/해킹,클라우드X보안 실무 가이드,"4,548","22,500","황치하,양지언 저 | 프리렉 | 2020년 11월",http://www.yes24.com/Product/Goods/94517586
1124,그래픽/디자인/멀티미디어,AUTOCAD,동영상으로 함께 배우는 AutoCAD 오토캐드 2021,"1,062","23,850","김보영,김혜숙 저 | 한국ATC센터 | 2020년 11월",http://www.yes24.com/Product/Goods/94517210
1125,인터넷 비즈니스,쇼핑몰/창업,한 권으로 끝내는 쇼핑몰 창업&운영 바이블,"2,142","22,500","고은희,박대윤 저 | 정보문화사 | 2020년 10월",http://www.yes24.com/Product/Goods/94396205
1126,게임,게임 개발,유니티 게임 이펙트 마스터 가이드 ,"2,430","37,800",아키야마 타카히로 저/윤윤 역 | 위키북스 | 2020년 10월,http://www.yes24.com/Product/Goods/93875572
1127,컴퓨터 공학,자료구조/알고리즘,도메인 주도 설계 철저 입문,"3,717","25,200",나루세 마사노부 저/심효섭 역 | 위키북스 | 2020년 10월,http://www.yes24.com/Product/Goods/93384475
1128,컴퓨터 입문/활용,어린이 컴퓨터,"인공지능, 엔트리를 만나다","5,775","14,400",홍지연 저 | 영진닷컴 | 2020년 10월,http://www.yes24.com/Product/Goods/92853042
1129,프로그래밍 언어,프로그래밍 교육,App Inventor 2 프로그래밍 기초 & 활용,300,"17,000",피수영 저 | 도서출판청람(이수영) | 2017년 12월,http://www.yes24.com/Product/Goods/92486120
1130,그래픽/디자인/멀티미디어,그래픽일반/자료집,Integrated 3D CAD Design & Smart Manufacturing with N,348,"20,000","Junghyuk Ko,Hyeonsu Han,Hyeonjong Kim 저 | 문운당 | 2020년 08월",http://www.yes24.com/Product/Goods/92428545
1131,그래픽/디자인/멀티미디어,AUTOCAD,AutoCAD 도면그리는 법,312,"21,600",육은정 저 | 일진사 | 2020년 09월,http://www.yes24.com/Product/Goods/92364562
1132,컴퓨터 공학,인공지능,바닥부터 배우는 강화 학습,"3,975","19,800",노승은 저 | 영진닷컴 | 2020년 09월,http://www.yes24.com/Product/Goods/92337949
1133,프로그래밍 언어,C,코딩마법서 C/C++ STONE,"1,560","40,500",오일러 저 | 오일러 | 2020년 09월,http://www.yes24.com/Product/Goods/92279451
